trading_point,open,high,low,close,volume
2018-02-01,1110.14,1152.05,936.0,1022.08,92033.55
2018-02-02,1022.08,1022.08,731.0,918.39,184904.24
2018-02-03,918.39,995.0,838.67,969.93,27592.49
2018-02-04,969.93,969.96,782.0,826.51,37124.18
2018-02-05,826.51,855.0,632.0,692.36,128779.91
2018-02-06,692.36,808.0,565.0,784.01,157935.75
2018-02-07,784.01,866.05,720.01,752.89,75081.13
2018-02-08,752.89,846.28,748.42,812.01,40467.32
2018-02-09,812.01,883.07,780.88,875.1,40273.37
2018-02-10,875.1,913.3,815.0,851.83,32319.24
2018-02-11,851.83,855.19,775.99,809.69,25362.86
2018-02-12,809.69,877.95,808.52,865.57,23687.09
2018-02-13,865.57,869.14,819.31,841.82,24840.28
2018-02-14,841.82,924.52,839.75,922.98,43648.22
2018-02-15,922.98,951.25,905.0,927.91,41358.45
2018-02-16,927.91,947.87,908.0,940.0,23773.48
2018-02-17,940.0,980.0,935.25,977.74,20558.71
2018-02-18,977.74,983.31,905.52,912.85,28492.25
2018-02-19,912.85,955.58,906.0,938.05,14832.72
2018-02-20,938.05,958.74,874.0,884.24,25435.77
2018-02-21,884.24,906.09,816.0,837.98,34498.71
2018-02-22,837.98,871.81,789.99,803.57,26905.05
2018-02-23,803.57,883.44,787.0,851.98,20669.2
2018-02-24,851.98,878.0,809.01,835.74,11028.29
2018-02-25,835.74,851.38,818.38,842.65,8988.89
2018-02-26,842.65,880.0,834.77,868.4,15603.01
2018-02-27,868.4,896.0,861.0,870.32,14062.01
2018-02-28,870.32,889.85,848.46,850.16,13348422.678716114
2018-03-01,851.92,881.47,845.81,869.01,13959430.306831531
2018-03-02,869.02,875.17,847.93,856.08,6492958.173805566
2018-03-03,856.33,868.7,849.0,853.76,4781682.986300749
2018-03-04,853.74,866.43,837.17,862.28,4645907.088552784
2018-03-05,864.06,869.21,848.0,848.0,7345439.6616496
2018-03-06,848.0,850.99,802.55,813.09,14825644.72867725
2018-03-07,813.08,825.61,723.13,750.42,30778225.24722913
2018-03-08,750.11,773.12,686.5,698.06,22461615.07429541
2018-03-09,698.06,732.31,640.55,726.13,38557486.99518714
2018-03-10,726.22,750.0,676.21,682.87,9845325.066269618
2018-03-11,681.07,737.14,662.48,720.38,12382404.239873614
2018-03-12,720.45,740.7,676.0,695.5,17402795.24839583
2018-03-13,696.16,715.0,680.0,690.01,18740154.5961038
2018-03-14,690.99,703.51,584.0,613.07,23808399.33881277
2018-03-15,612.0,620.0,571.56,611.02,27219737.16931864
2018-03-16,611.97,625.51,583.4,599.87,18354010.494668607
2018-03-17,598.56,610.0,542.75,550.1,11990469.499410428
2018-03-18,550.1,561.52,453.01,538.0,42626934.07246052
2018-03-19,538.0,559.0,515.47,555.68,27996977.34790308
2018-03-20,555.52,567.49,515.38,557.41,22980938.32981592
2018-03-21,557.49,590.69,545.0,560.52,23578284.757997844
2018-03-22,559.8,578.58,517.45,540.12,15663629.833538745
2018-03-23,538.56,543.2,506.0,543.03,14570141.413158154
2018-03-24,543.1,545.55,518.66,519.99,8435861.446129436
2018-03-25,519.99,535.68,512.59,521.99,7279810.459764549
2018-03-26,522.98,525.55,466.72,485.79,22496976.204605658
2018-03-27,485.4,492.09,445.08,449.41,23088337.41266044
2018-03-28,449.89,465.85,440.0,446.49,10125847.749634927
2018-03-29,446.6,448.5,378.86,383.07,29882444.28400786
2018-03-30,383.14,411.41,362.0,393.46,36512856.90012403
2018-03-31,393.85,419.7,387.85,393.79,14623269.630640144
2018-04-01,393.58,399.78,358.4,378.0,15249070.4101848
2018-04-02,378.06,395.0,375.02,384.47,7875888.830865587
2018-04-03,384.86,419.08,380.0,415.32,13029083.842903111
2018-04-04,415.34,417.5,370.49,378.99,11876476.962595118
2018-04-05,377.26,387.49,366.95,381.05,7898803.535196954
2018-04-06,381.04,385.62,360.0,370.08,6843945.516061132
2018-04-07,369.44,397.4,368.99,384.66,6313032.364739077
2018-04-08,384.94,410.0,384.14,400.23,4529666.373772612
2018-04-09,400.07,431.36,386.19,399.0,10580771.40544221
2018-04-10,399.36,418.3,391.28,415.65,10449035.97437977
2018-04-11,415.34,433.46,411.0,430.0,9358196.4637344
2018-04-12,430.0,498.0,413.8,494.31,23940351.01686564
2018-04-13,494.0,529.36,481.67,495.95,28670239.552612204
2018-04-14,496.07,515.91,486.0,503.41,9162028.225734793
2018-04-15,503.14,535.0,503.14,533.83,15828404.849120485
2018-04-16,533.86,537.43,498.34,510.57,14800816.649326704
2018-04-17,511.26,521.36,500.54,502.8,11104533.292060286
2018-04-18,502.51,526.66,501.28,525.2,12118427.399520624
2018-04-19,524.32,569.0,520.2,566.46,17974960.468664408
2018-04-20,566.66,622.26,556.37,617.7,32235967.761886224
2018-04-21,616.41,624.75,573.58,604.85,22015771.446815237
2018-04-22,604.85,643.46,591.31,621.5,18979245.37818023
2018-04-23,620.45,648.24,618.56,643.77,15596431.82513245
2018-04-24,643.68,711.7,643.68,703.71,38472571.1613043
2018-04-25,703.32,704.01,595.0,617.02,69416268.12737967
2018-04-26,617.61,666.0,598.15,660.95,32815825.884925693
2018-04-27,661.04,685.0,636.15,642.54,19000575.043896016
2018-04-28,642.57,697.08,639.05,683.38,16779142.35687669
2018-04-29,683.69,699.97,666.0,689.23,15311897.652982978
2018-04-30,689.38,694.14,663.0,669.98,15952260.91653691
2018-05-01,670.1,674.01,627.22,669.86,24469076.85113721
2018-05-02,670.98,690.05,661.03,687.29,19051019.12463178
2018-05-03,687.0,785.0,684.89,776.92,41955214.8193591
2018-05-04,776.92,803.99,758.1,782.47,23652559.83337096
2018-05-05,782.09,830.0,778.03,815.45,13186009.069257583
2018-05-06,815.45,832.37,749.0,787.42,24366845.408194885
2018-05-07,787.42,791.0,691.99,751.18,40363508.57331658
2018-05-08,751.85,775.11,716.0,747.92,28303820.307789315
2018-05-09,746.86,759.9,710.01,749.58,26274217.57598356
2018-05-10,749.77,766.99,720.0,723.6,21430521.82032631
2018-05-11,723.25,735.68,662.57,677.26,34317948.12363085
2018-05-12,677.38,692.7,638.15,683.99,21327547.27816473
2018-05-13,684.68,741.61,668.78,730.06,22785361.275932536
2018-05-14,730.36,743.0,686.63,727.62,31984671.579258315
2018-05-15,727.0,739.37,695.74,707.38,21304040.526948072
2018-05-16,704.76,712.0,674.57,706.88,17102633.735943377
2018-05-17,706.56,718.9,660.65,669.04,23705251.71166867
2018-05-18,668.7,694.96,656.36,692.54,15930033.932059128
2018-05-19,693.99,716.93,683.0,695.88,8582489.614494905
2018-05-20,694.99,723.16,687.89,716.0,7728437.35893724
2018-05-21,716.0,720.0,687.8,696.43,9734783.168265382
2018-05-22,698.09,699.57,637.93,640.86,19373200.392156936
2018-05-23,640.56,649.89,564.94,576.84,38941494.12719626
2018-05-24,578.4,609.0,549.28,601.76,25721779.66143475
2018-05-25,601.92,616.18,569.19,584.99,13392403.9119403
2018-05-26,584.99,607.7,578.84,585.65,5287776.421453825
2018-05-27,585.52,592.88,556.92,571.39,6825990.25694321
2018-05-28,569.69,576.45,506.3,512.23,11401783.606655814
2018-05-29,512.23,573.34,510.05,566.99,20325097.409228876
2018-05-30,566.78,585.32,541.3,556.82,18961402.50311038
2018-05-31,556.44,586.0,553.2,576.85,18342702.56060016
2018-06-01,576.48,589.0,563.38,578.96,12781432.1915272
2018-06-02,578.99,599.5,573.32,591.0,9193384.81003878
2018-06-03,590.99,628.78,590.0,619.59,6799782.512721836
2018-06-04,619.47,625.4,579.03,590.0,12662098.7326753
2018-06-05,591.61,613.0,576.47,607.53,21967093.63777577
2018-06-06,607.99,612.04,593.4,606.39,12818264.040413572
2018-06-07,606.38,616.74,597.96,604.05,12860842.608140215
2018-06-08,603.57,608.0,592.06,599.88,8333907.166283771
2018-06-09,599.82,610.0,590.93,593.88,2456102.3854491264
2018-06-10,591.52,591.68,504.0,526.28,21561971.76526852
2018-06-11,524.42,536.87,509.85,530.57,14924894.32257817
2018-06-12,530.88,540.56,485.0,494.16,11664385.685762111
2018-06-13,493.82,501.71,449.65,475.89,18286413.430924587
2018-06-14,475.89,527.97,460.25,520.57,25423218.40587913
2018-06-15,520.57,522.31,483.73,488.27,10482014.715027483
2018-06-16,487.78,502.82,483.16,497.84,3976068.419082614
2018-06-17,497.62,510.0,493.3,497.26,5670300.527412989
2018-06-18,497.49,524.54,487.3,517.04,6582323.963124982
2018-06-19,517.46,547.82,514.62,538.11,9003591.087298421
2018-06-20,537.44,542.29,516.97,536.3,7056950.210802952
2018-06-21,535.99,545.23,521.04,525.27,6725487.105116915
2018-06-22,525.15,526.27,449.91,462.86,24055970.83688258
2018-06-23,463.1,482.53,457.16,475.35,3348155.2229612367
2018-06-24,474.84,476.42,421.0,455.27,12279176.69638704
2018-06-25,454.06,474.69,445.0,458.48,11827004.815804437
2018-06-26,458.48,461.65,428.87,429.73,10172632.93556084
2018-06-27,429.99,446.66,420.0,441.55,8406316.516453
2018-06-28,441.05,443.67,417.0,420.51,4644414.783452073
2018-06-29,420.26,442.08,404.98,434.4,9970088.341301184
2018-06-30,435.05,463.0,435.04,453.84,8166419.043364253
2018-07-01,453.58,456.99,444.33,452.42,5364496.282431995
2018-07-02,452.05,481.7,443.28,475.63,12391001.051930573
2018-07-03,476.66,486.99,459.66,460.89,7553614.1189925475
2018-07-04,461.22,482.2,451.06,466.99,7510054.088999844
2018-07-05,466.44,479.05,457.37,467.98,6669750.224623021
2018-07-06,467.98,477.0,450.08,469.99,4232650.013237406
2018-07-07,469.79,487.0,461.26,485.68,3739979.78926156
2018-07-08,484.64,495.48,481.92,485.52,4311403.361553086
2018-07-09,485.5,488.64,468.17,471.76,5744356.639223899
2018-07-10,471.83,473.48,426.95,433.24,14092925.50915907
2018-07-11,433.26,447.1,424.89,444.34,4912207.401511337
2018-07-12,444.91,445.92,417.37,430.57,5958984.544751133
2018-07-13,431.48,442.4,424.0,433.43,4952789.611527599
2018-07-14,432.92,439.99,428.2,433.37,1606810.8145663335
2018-07-15,433.4,454.94,431.05,449.54,4968224.837666382
2018-07-16,449.7,480.0,444.02,478.0,8412789.37043676
2018-07-17,478.03,511.44,465.75,498.9,13761467.310135735
2018-07-18,498.34,514.94,469.06,479.47,8606908.550135184
2018-07-19,477.84,483.73,462.45,468.58,4322097.624772785
2018-07-20,468.15,469.66,441.0,447.34,5016232.440366531
2018-07-21,448.16,468.68,441.33,461.39,2674207.959873267
2018-07-22,460.73,471.51,453.0,457.0,2362555.1142701097
2018-07-23,456.93,469.51,445.74,449.73,5194575.216290945
2018-07-24,449.73,483.24,448.01,479.58,7259885.262417914
2018-07-25,479.0,484.64,463.1,471.33,5514150.519292163
2018-07-26,471.14,484.14,459.57,461.98,4798179.400136584
2018-07-27,461.99,474.61,455.8,469.21,4739997.67935994
2018-07-28,469.78,472.0,461.11,469.0,1013147.30539435
2018-07-29,468.17,471.97,461.8,466.47,1028210.488480107
2018-07-30,465.77,469.06,445.5,456.97,4898601.528332245
2018-07-31,455.72,457.23,427.3,432.29,7036117.425797835
2018-08-01,432.15,434.41,407.49,420.06,7484868.94770192
2018-08-02,419.85,424.85,407.33,410.56,5876470.43439192
2018-08-03,410.53,419.88,397.41,416.91,6341542.017246135
2018-08-04,417.02,418.99,401.16,406.54,4085984.43373074
2018-08-05,406.54,413.58,400.36,408.97,3046551.584456384
2018-08-06,408.34,412.99,400.59,404.25,3927719.767611832
2018-08-07,404.93,410.67,369.22,378.3,8354538.939543381
2018-08-08,377.84,381.52,347.62,355.59,13589705.086086148
2018-08-09,355.61,370.43,350.84,363.52,11156168.818315314
2018-08-10,363.96,366.23,326.0,331.63,7062150.441383262
2018-08-11,331.58,332.84,305.2,317.5,9202586.5994128
2018-08-12,317.44,328.69,314.01,318.08,5024882.331234528
2018-08-13,318.47,321.86,281.07,283.95,10045165.057187926
2018-08-14,283.95,283.96,250.54,277.83,26019157.094741136
2018-08-15,278.24,305.76,276.87,281.17,10371895.663891852
2018-08-16,281.17,298.97,278.14,286.62,7626272.612349063
2018-08-17,286.63,318.53,285.11,317.43,12240123.956147106
2018-08-18,317.72,321.18,282.67,293.83,8354214.395208909
2018-08-19,293.83,306.65,289.13,299.97,4584617.90416382
2018-08-20,299.43,303.99,269.35,270.85,6519524.835174055
2018-08-21,271.01,285.71,269.73,281.25,5022995.208114374
2018-08-22,281.32,298.89,258.99,269.99,7595415.010041325
2018-08-23,270.45,280.65,268.17,275.72,4804765.6719390405
2018-08-24,276.06,283.72,270.01,280.9,3539590.5417577806
2018-08-25,281.07,283.14,276.2,277.99,714111.5191753787
2018-08-26,277.81,277.94,269.61,274.69,1769510.6757759664
2018-08-27,274.2,288.25,271.3,287.99,3731661.6371834064
2018-08-28,287.98,297.97,282.5,295.9,5345824.425861578
2018-08-29,295.47,297.04,284.0,288.34,3099926.399782794
2018-08-30,288.7,290.81,272.23,284.21,6141908.702248248
2018-08-31,283.89,284.93,276.23,281.49,3821635.492263828
2018-09-01,281.47,302.66,281.47,295.45,3990703.82913396
2018-09-02,295.11,299.16,288.78,294.75,4064515.0137109575
2018-09-03,294.99,296.38,285.0,288.85,4122527.55305268
2018-09-04,288.69,292.29,281.99,285.22,5967319.8888100255
2018-09-05,285.22,287.55,226.0,227.99,12173674.825923257
2018-09-06,227.99,259.48,210.79,229.03,14227090.028567476
2018-09-07,228.55,233.99,213.37,214.77,10195653.6824543
2018-09-08,214.77,220.38,190.11,197.16,10157756.424234256
2018-09-09,197.16,208.37,185.82,195.8,7309153.601836373
2018-09-10,195.73,202.77,186.44,196.66,8739026.881505147
2018-09-11,196.81,199.03,176.0,185.04,15360901.723760825
2018-09-12,184.8,184.82,167.0,182.78,12889189.675584065
2018-09-13,182.83,214.88,182.78,211.31,19132954.8723105
2018-09-14,211.25,223.91,202.53,208.71,15053056.716609294
2018-09-15,208.32,227.0,208.19,221.93,3772370.49309037
2018-09-16,221.39,223.0,205.62,220.08,3914582.2153295926
2018-09-17,220.14,225.0,192.0,196.16,9989357.316887593
2018-09-18,196.0,214.39,194.0,208.53,7494322.030280782
2018-09-19,208.5,214.7,196.66,209.48,10447868.408310665
2018-09-20,209.52,227.68,206.8,224.3,8138351.033879732
2018-09-21,224.15,252.14,220.64,247.64,18439240.070563257
2018-09-22,247.58,255.89,232.6,239.93,7484281.732318898
2018-09-23,240.37,249.44,237.0,244.14,4720600.495336775
2018-09-24,244.44,245.76,224.5,228.05,5227215.887487083
2018-09-25,227.64,227.64,203.25,218.85,9563663.367774775
2018-09-26,219.4,223.0,207.21,214.42,6354856.574270986
2018-09-27,214.33,234.0,210.0,228.58,10535243.506885448
2018-09-28,228.53,233.65,214.32,220.94,8957079.455662495
2018-09-29,220.64,236.98,212.54,230.56,7563762.822712325
2018-09-30,230.14,238.47,224.0,231.96,3730601.8774349126
2018-10-01,232.02,234.58,218.0,229.66,3151543.888723569
2018-10-02,230.38,230.74,221.39,224.83,3259402.08614591
2018-10-03,224.79,225.22,210.5,218.96,8473146.321413716
2018-10-04,219.01,225.0,218.12,221.07,4064523.463127668
2018-10-05,221.06,230.29,218.28,226.73,3260249.003782741
2018-10-06,226.54,227.19,222.0,223.06,2132593.3541855384
2018-10-07,223.49,225.98,220.1,224.34,2634972.8870767457
2018-10-08,225.06,230.98,222.2,227.79,5736606.977767718
2018-10-09,227.55,228.8,224.84,226.3,3057694.180600307
2018-10-10,226.29,226.47,221.11,223.38,3026806.069760321
2018-10-11,223.14,223.39,185.0,188.42,13491942.839549612
2018-10-12,188.2,197.89,186.89,194.67,4449889.821409414
2018-10-13,193.61,199.27,193.0,196.79,2670616.954766
2018-10-14,196.96,199.5,187.45,192.01,2600948.596916479
2018-10-15,191.85,219.75,189.71,204.86,21248202.49354264
2018-10-16,204.52,208.26,201.99,205.69,6259093.955676409
2018-10-17,205.61,206.4,200.99,203.41,5923350.409112309
2018-10-18,203.7,205.95,196.63,199.29,7748879.836891638
2018-10-19,198.97,202.1,197.27,200.08,5352039.895302132
2018-10-20,200.01,206.0,198.84,202.59,3701122.679255599
2018-10-21,202.33,206.21,201.08,202.19,5559090.401500107
2018-10-22,202.14,203.24,199.33,201.23,2315004.8945388487
2018-10-23,201.0,202.1,197.65,200.96,4039955.6693426687
2018-10-24,200.87,202.84,200.0,200.67,3140653.643245184
2018-10-25,200.6,200.89,197.88,199.66,2380516.49793943
2018-10-26,199.67,204.27,198.54,200.69,3803055.70158832
2018-10-27,200.74,201.97,199.92,201.26,1293226.5003473356
2018-10-28,201.42,203.16,200.8,202.44,1305572.9589599425
2018-10-29,202.44,202.77,191.37,194.14,3899962.106244643
2018-10-30,194.2,196.69,192.96,195.3,2249979.6302551264
2018-10-31,195.3,199.16,191.65,196.68,2842860.5819835938
2018-11-01,196.7,198.56,195.96,197.73,1442577.9793317865
2018-11-02,197.77,201.49,197.46,199.9,1906914.854219693
2018-11-03,199.93,200.2,197.95,198.78,1067340.7474503769
2018-11-04,198.34,217.21,197.61,210.28,5830987.890896297
2018-11-05,210.47,212.0,205.04,208.81,3947896.3180711274
2018-11-06,208.58,219.07,206.96,218.24,8059414.920692115
2018-11-07,218.55,222.98,215.29,216.6,6732718.987361364
2018-11-08,216.4,218.15,209.27,210.14,4790426.780861679
2018-11-09,210.1,212.27,206.01,208.05,2757057.72447105
2018-11-10,207.81,212.5,207.6,210.38,1900473.4416844605
2018-11-11,210.62,211.2,206.11,210.03,1202649.8410047751
2018-11-12,209.45,211.25,206.92,208.83,1763776.8623912917
2018-11-13,208.64,208.83,202.71,203.43,3756673.5315705542
2018-11-14,203.11,204.83,165.01,178.04,25223258.90758699
2018-11-15,178.08,181.0,165.14,178.6,15554321.64381286
2018-11-16,178.47,179.41,169.25,172.11,7066376.836853275
2018-11-17,172.62,176.0,170.45,172.4,2465788.046006772
2018-11-18,172.53,179.95,172.15,175.99,3357970.066141392
2018-11-19,175.95,175.95,142.27,145.31,24331647.008855045
2018-11-20,145.22,149.35,121.61,127.36,27160034.495637983
2018-11-21,127.76,137.46,122.37,134.44,17817203.415271357
2018-11-22,134.78,136.6,122.42,123.4,6094208.781469524
2018-11-23,123.39,125.14,116.18,121.33,12611802.094388489
2018-11-24,121.24,125.99,106.81,110.26,7227820.921908403
2018-11-25,110.36,119.06,98.11,113.59,17467417.436581284
2018-11-26,113.55,117.59,102.69,106.82,13739887.94635281
2018-11-27,107.02,111.22,99.0,108.47,10116580.41714752
2018-11-28,108.67,125.57,108.51,121.81,15934695.320081716
2018-11-29,121.85,123.21,113.05,116.46,8857037.008616395
2018-11-30,116.6,119.08,108.83,111.9,6546243.28423767
2018-12-01,111.82,119.74,109.99,116.8,4142397.189758416
2018-12-02,116.83,119.35,113.95,114.91,3400079.797193387
2018-12-03,114.92,115.65,104.36,107.28,6102090.203608109
2018-12-04,107.34,112.18,104.16,108.8,4106135.148038848
2018-12-05,108.47,109.12,100.21,100.67,9813799.855700266
2018-12-06,100.59,103.01,88.86,89.16,12272363.844766716
2018-12-07,89.39,109.43,81.19,92.5,21984977.553433325
2018-12-08,92.44,97.51,83.7,90.07,9496833.578734962
2018-12-09,90.04,98.41,88.09,92.63,6823444.207769049
2018-12-10,92.7,94.6,87.32,89.27,4819701.150503846
2018-12-11,89.2,91.02,85.0,86.9,4369580.395679533
2018-12-12,86.93,91.01,86.0,89.09,3685492.541130777
2018-12-13,89.09,90.24,83.7,85.31,4355338.321850248
2018-12-14,85.24,85.91,80.9,82.91,6186357.767865252
2018-12-15,82.9,84.15,80.99,83.08,1519306.1944669452
2018-12-16,82.94,86.65,82.94,83.76,1745419.501044955
2018-12-17,83.77,96.78,83.5,93.98,8193730.268349132
2018-12-18,93.87,101.59,91.49,100.89,6906310.075046894
2018-12-19,100.91,108.13,98.25,99.27,14534320.655566376
2018-12-20,99.46,117.0,98.0,114.54,17298475.040684067
2018-12-21,114.47,118.94,105.05,107.71,9051714.43636312
2018-12-22,107.57,116.39,105.46,115.6,3288237.974873892
2018-12-23,115.69,133.0,115.69,129.73,9286499.423324302
2018-12-24,129.41,159.11,129.41,139.0,22073041.45065497
2018-12-25,139.03,140.01,120.62,128.81,13429991.369699476
2018-12-26,128.92,136.76,123.28,130.53,8801245.378843362
2018-12-27,130.37,131.77,112.3,114.6,7996444.491454158
2018-12-28,114.6,138.82,113.14,136.94,12468659.565759432
2018-12-29,136.76,150.04,121.7,134.02,9021491.68351545
2018-12-30,134.06,140.35,128.65,138.56,6367178.753922422
2018-12-31,138.84,139.01,128.42,130.67,4550865.415596193
2019-01-01,130.72,141.25,129.5,139.75,3982997.0546663376
2019-01-02,139.77,156.8,138.54,153.35,7443296.580753476
2019-01-03,153.38,154.73,144.09,147.02,5385367.617392194
2019-01-04,147.08,156.48,145.02,152.98,9527487.384767018
2019-01-05,153.59,160.95,152.31,153.85,6909477.581992003
2019-01-06,153.89,159.66,148.47,156.0,7272220.0284006
2019-01-07,155.99,157.24,148.53,150.66,4813576.735293143
2019-01-08,150.64,153.0,146.55,149.01,6133233.90671204
2019-01-09,149.05,153.0,147.7,149.58,5494122.434887802
2019-01-10,149.5,151.1,122.21,126.45,14053491.442767208
2019-01-11,126.42,128.74,121.52,125.93,7685765.381185264
2019-01-12,125.78,127.37,123.37,124.56,1922367.8556228096
2019-01-13,124.13,125.52,113.46,115.25,3862531.649957276
2019-01-14,115.42,131.47,115.24,128.33,7469672.509172801
2019-01-15,128.34,130.59,116.68,120.04,7614381.399417482
2019-01-16,119.98,127.77,119.29,122.14,5328425.265171277
2019-01-17,122.22,123.9,116.97,122.52,6596921.079193788
2019-01-18,122.47,122.73,118.22,119.35,3611559.7434483874
2019-01-19,119.62,127.0,118.7,123.09,4208595.078554282
2019-01-20,123.02,123.89,115.49,117.48,3672935.9803129225
2019-01-21,117.46,118.24,113.44,115.86,3611703.499655875
2019-01-22,115.8,119.98,111.01,118.0,5939025.920866921
2019-01-23,117.93,118.96,114.91,116.56,4035755.38813017
2019-01-24,116.38,117.17,113.5,116.5,4364123.79360935
2019-01-25,116.5,117.12,114.12,114.79,3993514.615404485
2019-01-26,114.76,117.64,114.57,114.95,1137068.9984638544
2019-01-27,114.83,115.8,110.32,111.33,1929449.346790008
2019-01-28,111.46,112.14,100.9,105.47,7299043.924674693
2019-01-29,105.49,105.95,102.1,104.1,4575522.1910105245
2019-01-30,103.91,109.4,102.89,107.6,3873511.94425418
2019-01-31,107.6,110.07,104.78,105.81,2065210.5124172303
2019-02-01,105.84,107.62,103.0,106.03,5998771.415991476
2019-02-02,105.91,110.0,105.04,109.24,2372031.4095650194
2019-02-03,109.37,110.02,104.44,105.91,3194025.8636077167
2019-02-04,105.8,107.91,105.3,105.95,3819416.6804976976
2019-02-05,105.92,106.6,105.14,106.0,2197374.752788
2019-02-06,106.01,106.42,100.0,103.32,6555161.238159845
2019-02-07,103.28,104.88,102.6,103.3,3293646.0679711127
2019-02-08,103.19,121.67,102.38,118.19,10204525.332986014
2019-02-09,118.07,119.97,116.54,117.92,3394954.5731567666
2019-02-10,117.83,125.1,114.83,123.94,4713142.71801221
2019-02-11,123.88,124.04,118.11,119.43,8441652.318625312
2019-02-12,119.37,122.3,117.0,120.93,5516193.136083877
2019-02-13,120.74,125.12,119.5,120.61,6353120.339243487
2019-02-14,120.66,123.34,118.89,119.28,5702187.077730965
2019-02-15,119.25,123.4,119.0,120.45,6559617.703607166
2019-02-16,120.48,123.71,120.4,121.68,2535687.655784525
2019-02-17,121.64,134.38,121.3,132.28,8977189.551308878
2019-02-18,132.15,147.91,131.0,144.52,21569512.94700147
2019-02-19,144.79,149.21,141.5,142.62,12728316.664132526
2019-02-20,142.6,148.62,139.01,147.03,11012367.196229331
2019-02-21,146.98,149.5,141.61,144.3,8192633.643493807
2019-02-22,144.13,147.52,142.11,146.4,12592908.639422351
2019-02-23,146.77,160.0,144.8,157.42,15245916.59618719
2019-02-24,157.46,165.76,131.4,131.84,19430349.867808487
2019-02-25,131.54,141.98,131.42,137.63,11416827.316171631
2019-02-26,137.42,138.07,132.05,135.9,7412627.512818865
2019-02-27,135.44,139.83,125.66,134.06,11026639.356473785
2019-02-28,134.12,139.05,131.65,134.34,9524958.10407892
2019-03-01,134.5,137.6,133.77,134.83,4779543.275737619
2019-03-02,134.7,135.48,129.55,132.19,5053092.8583948165
2019-03-03,132.44,134.42,127.34,129.63,3340847.5811689384
2019-03-04,129.73,130.36,122.52,125.16,6938028.833224087
2019-03-05,125.32,137.64,124.75,136.18,8459542.129124908
2019-03-06,136.22,140.13,133.25,137.04,5481452.801949741
2019-03-07,137.11,139.8,134.65,136.1,6765570.451654054
2019-03-08,136.45,138.59,128.85,132.8,6387638.215829249
2019-03-09,132.64,138.2,132.03,136.33,4269655.276860233
2019-03-10,136.16,136.83,133.31,134.59,2417014.8973029195
2019-03-11,134.8,135.43,130.46,131.94,5949179.9691188615
2019-03-12,131.98,134.37,127.35,132.67,4666695.675914001
2019-03-13,132.76,132.76,130.12,131.16,1709887.171978285
2019-03-14,131.01,135.08,128.66,131.3,3524110.4741909825
2019-03-15,131.38,136.93,131.36,135.77,5635583.3505981015
2019-03-16,135.93,143.85,135.79,140.38,5811319.136679862
2019-03-17,140.28,140.38,135.55,138.15,3398827.6058322014
2019-03-18,138.1,141.34,135.42,136.86,5401405.94852517
2019-03-19,136.82,138.75,136.3,138.08,3114787.3888569744
2019-03-20,137.87,139.31,135.26,138.71,3137852.2219148106
2019-03-21,138.67,139.11,132.0,134.49,4592490.249358062
2019-03-22,134.3,137.01,134.0,135.6,3539450.760210504
2019-03-23,135.51,137.7,135.2,136.63,1675629.5048449254
2019-03-24,136.32,136.54,134.15,135.29,1685189.6172915802
2019-03-25,135.31,136.25,130.6,133.28,4411698.2023982005
2019-03-26,133.06,133.93,131.46,133.1,4010625.052538709
2019-03-27,133.12,139.63,132.98,138.97,4261506.657094459
2019-03-28,139.07,139.07,135.78,137.35,3281308.373520295
2019-03-29,137.35,143.18,137.0,142.79,4885560.672121992
2019-03-30,142.76,145.5,139.91,142.27,5521251.446761815
2019-03-31,142.27,142.3,140.08,141.02,1424422.749837377
2019-04-01,141.02,142.95,138.27,141.0,5600784.67733502
2019-04-02,141.02,168.72,140.7,164.58,29588485.740094524
2019-04-03,164.65,180.03,152.42,160.89,31594303.09153094
2019-04-04,160.86,164.97,152.95,157.72,17558465.326624498
2019-04-05,157.7,168.64,156.2,166.06,9041864.57463538
2019-04-06,165.62,173.06,160.0,166.0,6949913.5250692
2019-04-07,165.82,176.57,164.11,174.9,7332494.986778676
2019-04-08,174.93,187.26,173.66,180.72,16545434.871506356
2019-04-09,180.71,180.84,174.19,175.59,11432089.056170013
2019-04-10,175.63,185.71,167.0,177.7,14374758.595709246
2019-04-11,177.71,178.0,160.33,164.96,11108609.972459383
2019-04-12,165.03,167.57,159.17,164.11,9224694.306377163
2019-04-13,163.98,166.1,161.85,163.65,2964396.1604808224
2019-04-14,164.26,169.36,161.5,168.0,4240826.79364848
2019-04-15,168.0,169.57,156.02,159.91,9099804.215103997
2019-04-16,159.92,168.08,159.47,166.52,6416885.928874348
2019-04-17,166.05,168.67,164.44,166.74,6194630.374521801
2019-04-18,166.46,176.37,166.08,174.17,9358406.843103096
2019-04-19,174.01,174.33,169.09,173.66,5289358.9688561335
2019-04-20,173.99,177.92,170.75,173.5,3266814.474807615
2019-04-21,173.72,174.29,166.13,169.87,4538205.576117006
2019-04-22,169.62,174.0,168.32,171.47,6470802.491936495
2019-04-23,171.4,177.07,168.7,170.3,11799697.859499993
2019-04-24,170.2,171.07,160.28,165.74,11705793.96091688
2019-04-25,165.49,166.33,146.17,152.0,12508956.92849888
2019-04-26,152.04,155.78,148.6,153.1,9899247.12506121
2019-04-27,153.7,158.55,152.5,155.68,4555931.60017669
